sportsbook,sport,league_info,game_date,game_time,game_participants,market,bet_selection_name,price,time_retrieved,suspended,line
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Under 42,+236,2024-10-21T02:32:20.81676Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Under 42,+119,2024-10-21T02:32:21.18696Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Over 42.5,−281,2024-10-21T02:32:21.72377Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Over 42.5,−137,2024-10-21T02:32:21.85379Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Under 42.5,+222,2024-10-21T02:32:21.98581Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Under 42.5,+113,2024-10-21T02:32:22.12491Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Over 43,−267,2024-10-21T02:32:22.27191Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Over 43,−128,2024-10-21T02:32:22.40976Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Under 43,+213,2024-10-21T02:32:22.72680Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Under 43,+105,2024-10-21T02:32:22.90314Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-21,00:22:44,NY Jets @ PIT Steelers,Total Alternate,Over 43.5,−950,2024-10-21T02:32:23.03919Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Over 43.5,−239,2024-10-21T02:32:23.18838Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Over 43.5,−118,2024-10-21T02:32:23.35838Z,False,ALTERNATE
