sportsbook,sport,league_info,game_date,game_time,game_participants,market,bet_selection_name,price,time_retrieved,suspended,line
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers +1,+147,2024-10-21T02:31:51.32209Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals +1,−106,2024-10-21T02:31:51.73707Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +1,−205,2024-10-21T02:31:51.87008Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +1,−130,2024-10-21T02:31:52.07208Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -1,+166,2024-10-21T02:31:52.20109Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -1,+107,2024-10-21T02:31:52.35309Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-21,00:22:44,NY Jets @ PIT Steelers,Spread Alternate,NY Jets +1.5,+165,2024-10-21T02:31:52.49508Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +1.5,−213,2024-10-21T02:31:52.68208Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +1.5,−137,2024-10-21T02:31:52.81709Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-21,00:22:44,NY Jets @ PIT Steelers,Spread Alternate,PIT Steelers -1.5,−215,2024-10-21T02:31:52.93809Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -1.5,+172,2024-10-21T02:31:53.14508Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -1.5,+113,2024-10-21T02:31:53.27309Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +2,−229,2024-10-21T02:31:53.41508Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +2,−145,2024-10-21T02:31:53.54008Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -2,+184,2024-10-21T02:31:53.66710Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -2,+119,2024-10-21T02:31:53.78608Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +2.5,−237,2024-10-21T02:31:53.99708Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +2.5,−151,2024-10-21T02:31:54.16008Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -2.5,+190,2024-10-21T02:31:54.55010Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -2.5,+124,2024-10-21T02:31:54.68408Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +3,−297,2024-10-21T02:31:54.82108Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +3,−181,2024-10-21T02:31:54.95408Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -3,+234,2024-10-21T02:31:55.07508Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -3,+147,2024-10-21T02:31:55.21710Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +3.5,−327,2024-10-21T02:31:55.69508Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +3.5,−203,2024-10-21T02:31:55.82607Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -3.5,+255,2024-10-21T02:31:55.96510Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -3.5,+164,2024-10-21T02:31:56.09408Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +4,−365,2024-10-21T02:31:56.21708Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +4,−221,2024-10-21T02:31:56.36408Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -4,+281,2024-10-21T02:31:56.50507Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -4,+178,2024-10-21T02:31:56.62808Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +4.5,−378,2024-10-21T02:31:56.78608Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +4.5,−231,2024-10-21T02:31:56.91107Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -4.5,+290,2024-10-21T02:31:57.07209Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -4.5,+186,2024-10-21T02:31:57.22211Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +5,−418,2024-10-21T02:31:57.44308Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +5,−249,2024-10-21T02:31:57.57909Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -5,+316,2024-10-21T02:31:57.73708Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -5,+199,2024-10-21T02:31:57.86910Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +5.5,−430,2024-10-21T02:31:58.02008Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +5.5,−258,2024-10-21T02:31:58.15008Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -5.5,+324,2024-10-21T02:31:58.28010Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -5.5,+205,2024-10-21T02:31:58.41408Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +6,−510,2024-10-21T02:31:58.58009Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +6,−294,2024-10-21T02:31:58.73007Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -6,+373,2024-10-21T02:31:58.94908Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -6,+232,2024-10-21T02:31:59.08308Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +6.5,−534,2024-10-21T02:31:59.28709Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +6.5,−311,2024-10-21T02:31:59.43608Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -6.5,+387,2024-10-21T02:31:59.56708Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -6.5,+244,2024-10-21T02:31:59.71309Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +7,−690,2024-10-21T02:31:59.84509Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +7,−378,2024-10-21T02:31:59.96608Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -7,+473,2024-10-21T02:32:00.13508Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -7,+290,2024-10-21T02:32:00.29909Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-21,00:22:44,NY Jets @ PIT Steelers,Spread Alternate,NY Jets +7.5,−215,2024-10-21T02:32:00.43809Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +7.5,−720,2024-10-21T02:32:00.59708Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +7.5,−403,2024-10-21T02:32:00.87429Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-21,00:22:44,NY Jets @ PIT Steelers,Spread Alternate,PIT Steelers -7.5,+165,2024-10-21T02:32:01.00313Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -7.5,+489,2024-10-21T02:32:01.24179Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -7.5,+306,2024-10-21T02:32:01.37779Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +8,−830,2024-10-21T02:32:01.50683Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +8,−449,2024-10-21T02:32:01.63085Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -8,+543,2024-10-21T02:32:01.78583Z,False,ALTERNATE
